venue_id,name,slug,address,city,city_slug,country,latitude,longitude,rating_score,rating_volume,price_range,online,delivers,delivery_price,estimate_minutes,estimate_range,short_description,tags,scraped_at
61b094f3c586633e16659c21,Buta Aptek - Xırdalan,dokta-xrdalan,Khirdalan city. H. Aliyev ave. 240_7220,Baku,baku,AZE,40.45070978,49.74462509,8.8,35,1,True,True,0.0,70,65-75,Sağlam olun.,pharmacy,2026-02-10T20:18:47.219520
673f07d5acc1ae1361e714b1,Rossmann Ayna Sultanova,rossmann-ayna-sultanova,CR6W+GJ2 Баку,Baku,baku,AZE,40.41128523,49.84649465,9.2,151,2,True,True,0.0,40,35-45,Sərfəli qiymətə Alman keyfiyyəti,"groceries,grocery",2026-02-10T20:18:48.002364
638502289f4848c72ef7281b,Kanon Neftçilər Aptek,kanon-neftchilar-aptek,"Baku city, Nizami ray, Gara Garayev Ave, house 61",Baku,baku,AZE,40.41137949,49.94361184,9.8,38,2,True,True,0.0,60,55-65,🩹 🩺 💊 💉🩸,"sağlam,pharmacy",2026-02-10T20:18:48.722582
6177ea061664768216d6aca9,Buta Aptek - Keşlə,buta-kela,"Baku city Nizami district, Kashla s, Sabir str. 44D_7113",Baku,baku,AZE,40.39680909,49.89507095,9.2,35,1,True,True,0.0,50,45-55,Ürəkdən xidmət 💙,pharmacy,2026-02-10T20:18:49.690758
676bbc64616beea4b4ef08a4,ALCOPOİNT BABƏK pr.,alcopoint-babak,Babek avenue 78G,Baku,baku,AZE,40.39307651,49.92464183,9.6,66,2,True,True,0.0,55,50-60,Keyfiyyət və təhlükəsizlik zəmanəti! 🥃🥂🍷,"whiskey,içkilər,alcohol",2026-02-10T20:18:50.475701
69537d1f4019e6e47f58e26f,Enjoy Vape Azadlıq 2,enjoy-vape-azadliq-2,Abbas Zamanov street 17,Baku,baku,AZE,40.38480829,49.84475102,,,2,True,True,0.0,35,30-40,Elektron Siqaretlər,Electronics,2026-02-10T20:18:51.253215
6177d490e882bd623959a5d5,Buta Aptek - Bolluq,buta-60-bolluq,"Baku city, Khatai district Zykh road 32_7111",Baku,baku,AZE,40.36562135,49.94500573,9.2,39,1,True,True,0.0,60,55-65,Ürəkdən xidmət 💙,pharmacy,2026-02-10T20:18:51.920580
5ef1a6ceffd440432c0d1629,Viva Dessert S. Qocayev ,viva-dessert-sqocayev,Sakit Gojayev str.19,Baku,baku,AZE,40.41614241,49.96542083,9.4,129,2,True,True,0.0,70,65-75,“VIVA” Keyfiyyətə Zəmanət Verir! ....Ürəkdən!,"tort,piroq,un məmulatları",2026-02-10T20:18:52.771619
66d185aed9f2342eb1cdc84a,Zoo Mafia Əhmədli,zoo-mafia-ahmadli,"Khatai district, Mazahir Rustamov 12 street.",Baku,baku,AZE,40.39101349,49.96151637,9.6,109,1,True,True,0.0,65,60-70,Zoo Mafia Əhmədli,"pet supply,pet food",2026-02-10T20:18:53.492837
64a3d74714f6e033d19df8fe,Royal Zoo Magaza 👑,fauna-zoo-shop,"Yasamal district, Tbilisi street. 53",Baku,baku,AZE,40.39341919,49.82042244,9.8,176,2,True,True,0.0,50,45-55,Royal Zoo Magaza – Ev heyvanlarınızın sağlamlıq ünvanı!🐶🐈,"pet food,pet supply,pişik yeməyi",2026-02-10T20:18:54.325482
67fd04b7de76ab3c5010912d,Zoo Beno Kazimovski,zoo-beno-kazimovski,CR8F+R7 Baku,Baku,baku,AZE,40.4170625,49.8231875,9.6,43,2,True,True,0.0,50,45-55,🐶😻,"pet food,pet supply",2026-02-10T20:18:55.061387
6465f0e0a2e2b718b73b0670,1BEER Neftçilər,1-beer-8-km,Elshan Suleymanov 121,Baku,baku,AZE,40.40954194,49.95608936,8.4,117,2,True,True,0.0,70,65-75,Çəllək Pivə Mağazası,"pivə,pivə,qəlyanaltılar",2026-02-10T20:18:55.836567
638500e1a9996f608d864796,Kanon Əhmədli Aptek,kanon-ahmadli-aptek,"Baku city, Khatai district, Muhammed Hadi str, b 41",Baku,baku,AZE,40.38398364,49.95444781,9.4,66,2,True,True,0.0,65,60-70,🩹 🩺 💊 💉🩸,"pharmacy,sağlam",2026-02-10T20:18:56.700285
62879a44bbff81adf8210d4a,Bahar Store Nizami,bahar-store-nizami,"Yasamal district, Shixeli Qurbanov 2/15",Baku,baku,AZE,40.37607084,49.83248421,9.4,83,2,True,True,0.0,30,25-35,Gözəlliyinizi bizə etibar edin💄,"hair products,make up ,cosmetics",2026-02-10T20:18:57.515255
687f8d99dd2dfa0ca5c64716,TaBaR Vape & Tobacco Nargilə,tabar-nargile,"Khatai district, Khudu Mammadov house 2949",Baku,baku,AZE,40.37310179,49.9446171,8.4,53,2,True,True,0.0,60,55-65,by Daily Dose🫶🏻,alcohol,2026-02-10T20:18:58.469705
67d03aec135c50410c9c79a9,Kanon Aptek Xudu Məmmədov,kanon-xudu-mammadov,Xudu Məmmədov küç.,Baku,baku,AZE,40.37090869,49.95578774,9.4,96,2,True,True,0.0,55,50-60,🩹 🩺 💊 💉🩸,"Health,sağlam,pharmacy",2026-02-10T20:18:59.215648
6666fbcda72f2f5d5d7eebe8,Muffin Cafe & Pastry Azadlıq,muffin-cake-pastry-inghilab,Narimanov Ray. Masud Alizade str. (32A),Baku,baku,AZE,40.4009999,49.83507314,8.0,57,2,True,True,0.0,40,35-45,Sevgi ilə hazırlanıb ❤️,"un məmulatları,tort,desert",2026-02-10T20:19:00.142985
6245a4160b29b663bfdc79f8,TaBaR Vape & Tobacco Sahil,elfbar-by-fof-romio,"Baku city, Sahil shopping center AZ1010 Baku Azerbaijan",Baku,baku,AZE,40.37199255,49.84384235,9.4,71,2,True,True,0.0,20,15-25,by Daily Dose🫶🏻,"alcohol,Electronics",2026-02-10T20:19:01.113370
6437e62fe78ece386c18d96f,Nush Əhmədli,nush-cake-house,Mahammad Hadi 41,Baku,baku,AZE,40.38383602,49.95446542,9.0,176,2,True,True,0.0,80,75-85,Nush Cake House - Anları qeyd edin...,"un məmulatları,soft drinks,içkilər",2026-02-10T20:19:01.901931
673f061be48a754f2fe794d5,Rossmann Azadlıq,rossmann-azadliq,Azadlig pr. 149,Baku,baku,AZE,40.4028328,49.83679321,9.0,132,2,True,True,0.0,45,40-50,Sərfəli qiymətə Alman keyfiyyəti,"grocery,groceries",2026-02-10T20:19:02.713893
639c2ec176f97175206d2eaa,Zoo Depo Vet,zoo,"Binagadi District, Bilajari Settlement, Rashid Ismayilov 5a",Baku,baku,AZE,40.42030324,49.80131003,9.6,170,2,True,True,0.0,60,55-65,Depo-vet sizin sadiq dostunuz,"pet food,pet supply,Health",2026-02-10T20:19:03.701645
6622580c185ad3c6e4f6b849,Kanon Aptek Keşlə,kanon-aptek-keshla,"Keshla district, Mirza Alakbar Sabir street 44D",Baku,baku,AZE,40.39618241,49.89528982,9.6,34,2,True,True,0.0,45,40-50,🩹 🩺 💊 💉🩸,"pharmacy,Health",2026-02-10T20:19:04.534918
6889c3d19a958c841a0ee9e9,Tamstore Shamakhinka,tamstore-20-yanvar,"CR63+5QM, Baku",Baku,baku,AZE,40.41264503,49.80192831,8.6,153,1,True,True,0.0,65,60-70,Tam istədiyiniz market!,"groceries,grocery,Supermarket",2026-02-10T20:19:05.539968
6571ad5075bce7fa10369100,Aloe Aptek Dəniz Mall,aloe-aptek-deniz-mall,"Sabail district, Neftchiler ave., Deniz Mall Shopping Center",Baku,baku,AZE,40.35874609,49.83754337,9.6,58,2,True,True,0.0,35,30-40,Aloe Aptek,"pharmacy,Health,cosmetics",2026-02-10T20:19:06.343140
6496ecf5b3677b03c6d19c4c,Aloe Aptek Əcəmi,aloe-ajami,"Yasamal r-nu, K.Kazımzadə küç,68-84_7358",Baku,baku,AZE,40.4115233,49.82015902,9.2,316,1,True,True,0.0,50,45-55,Aloe Aptek,"pharmacy,Health,cosmetics",2026-02-10T20:19:07.187384
628cbabbebb63d5a50a6c111,TaBaR Vape & Tobacco İnqilab,elfbar-romio-store-elemler,"Bakı şəhəri, İnqilab, Həsən Əliyev 2 küç.",Baku,baku,AZE,40.39570880849655,49.819387591004755,9.2,145,2,True,True,0.0,45,40-50,by Daily Dose🫶🏻,,2026-02-10T20:19:08.051422
64ed9ff1158161539c45f511,Kanon Aptek Dernegul,kanon-aptek-dernegul,6e Şövkət Məmmədova,Baku,baku,AZE,40.42107359,49.8463762,9.6,129,2,True,True,0.0,55,50-60,🩹 🩺 💊 💉🩸,"pharmacy,sağlam,Health",2026-02-10T20:19:08.815847
677bdcae899d3770fac8fdb5,Zooevciller Əhmədli,zooevciller-ahmadli,"Bravo Əhmədli, Ramiz Guliyev küçəsi 4",Baku,baku,AZE,40.37470832,49.94447217,9.6,52,2,True,True,0.0,65,60-70,Hər kəsin bir dosta ehtiyacı var,"pet food,pet supply,it yeməyi",2026-02-10T20:19:09.626329
683d58c97cde2eaf30cf7795,Super Toys Əcəmi,super-toys-cmi,"Nəsimi rayonu, Huseyn Seyidzadə küç. 2",Baku,baku,AZE,40.41350882,49.82195307,9.2,112,2,True,True,0.0,55,50-60,Supertoys Uşaq Aləmi,"uşaqlar,toys ",2026-02-10T20:19:10.623486
65e85d85aabd2734bfc0fc2e,Avrostore Zahid Xəlilov,avrostore-zahid-xelilov,Metbuat ave,Baku,baku,AZE,40.37823265,49.81161648,9.0,101,2,True,True,0.0,40,35-45,Avropa istehsalı yerli qiymətlə,cleaning products,2026-02-10T20:19:11.363842
67cef7dee8130c86688d6ea5,Zəfəran Xətai Gəncə pr.,zafaran-khatai-gence-pr,"Zəfəran.Bakı şəh, Xətai ray, Gəncə pr. 57 m.",Baku,baku,AZE,40.36153649,49.96084961,9.4,40,2,True,True,0.0,65,60-70,🩹 🩺 💊 💉🩸,"sağlam,pharmacy",2026-02-10T20:19:12.147165
649193dd0b33eaf3aff8f04b,Pharmastore Aptek Elmlər Metro,zeytun-aptek-metro-elmler,"Yasamal district, H. Javid Ave. 33A",Baku,baku,AZE,40.3751685,49.81549123,9.4,31,2,True,True,0.0,40,35-45,🏥Zeytun Pharmaceuticals💊,"pharmacy,Health,sağlam",2026-02-10T20:19:12.942492
663b71c97d2f30aed8e4514b,Luca Polare Yasamal,luca-polare-yasamal,"Yasamal district, Basti Bagirova 26B",Baku,baku,AZE,40.38495978,49.82820602,9.4,91,2,True,True,0.0,35,30-40,🐻‍❄️🍨,"dondurma,desert,şirniyyatlar",2026-02-10T20:19:13.944443
632b0f40e57a4e5b38d66246,🏠Texno Home Koroğlu,texno-home-koroglu,H.Aliyev avenue 172A,Baku,baku,AZE,40.41801407,49.91490028,9.2,61,3,True,True,0.0,60,55-65,Evinizin ağıllı dostu,"Electronics,headphones",2026-02-10T20:19:14.752368
63845ec389ca4511e8c57ab0,Aloe Aptek Koroglu,aloe-koroglu,"Bravo Hypermarket ""Koroglu"" m/s_7308",Baku,baku,AZE,40.41815296,49.91481105,9.4,160,2,True,True,0.0,65,60-70,Aloe Aptek,"Health,pharmacy,cosmetics",2026-02-10T20:19:15.513546
6538bc07ee0833708b6877de,Pharmastore Aptek Neftçilər Prospekti,pharmastore-aptek-neftchiler,"Nizami district, Gara Garayev ave., house. 65A",Baku,baku,AZE,40.40996088,49.94387627,8.6,16,2,True,True,0.0,55,50-60,🏥Zeytun Pharmaceuticals💊,"pharmacy,Health,sağlam",2026-02-10T20:19:16.302871
6630ec5490867688b0e533ac,Zəfəran Aptek 7 Microdistrict,kanon-7,Ferman Malikov 11,Baku,baku,AZE,40.4297085,49.84984371,9.4,43,2,True,True,0.0,65,60-70,🩹 🩺 💊 💉🩸,"pharmacy,Health,sağlam",2026-02-10T20:19:17.333153
60eecaaa825190e0829e7a81,Alba Cakes,alba-cakes,Nizami Abdullayev street 4/44,Baku,baku,AZE,40.39635532,49.90398844,9.2,50,2,True,True,0.0,60,55-65,"Biz inanırıq ki, hərkəs açdığı süfrə ilə qürur duymağa layiqdir!","tort,paxlava",2026-02-10T20:19:18.288744
642b56ada32aba818ba2af7c,Pharmastore Aptek Nəsimi,zeytun-aptek-303,"Mardanov brothers house 100, Nasimi district",Baku,baku,AZE,40.39245587,49.83307266,9.6,103,2,True,True,0.0,40,35-45,🏥Zeytun Pharmaceuticals💊,"pharmacy,Health,sağlam",2026-02-10T20:19:19.086983
65dd9db1c06395972b4d70eb,ELFBAR VAPEBOX Badamdar,vapebox-badamdar,"Badamdar settlement, Badamdar highway, apartment 111A",Baku,baku,AZE,40.34190246,49.81045724,9.4,156,2,True,True,0.0,50,45-55,Azərbaycanda rəsmi distribyutor!🔥,,2026-02-10T20:19:20.073012
65365738c7e0a2ce6e5a56b6,TaBaR Vape & Tobacco Qara Qaraev,romio-vape-bar1,CW9M+57C Баку,Baku,baku,AZE,40.41793750000001,49.93314059999999,9.2,69,2,True,True,0.0,65,60-70,by Daily Dose🫶🏻,,2026-02-10T20:19:20.774566
6163ef75434ac8688bd07374,Simit Sarayi Binəqədi,simit-sarayi-binagadi,Shovkat Mammadova 2,Baku,baku,AZE,40.41975761,49.84691743,8.6,35,1,True,True,0.0,55,50-60,,"un məmulatları,sendviç,pizza",2026-02-10T20:19:21.579407
66588843cd418e8cc2d220dd,ZooFari,zoofari,"Nəsimir ray., Mirmahmud Kazımovski 201A",Baku,baku,AZE,40.420558568588206,49.81551165880754,9.4,60,1,True,True,0.0,50,45-55,⁠Zoofari - sevimli dostlara 1 addımlıqda,"pet food,pet supply,it yeməyi",2026-02-10T20:19:22.344169
68ecc6cab2466e74ad646184,Snus World by TaBaR Port Baku,snus-world-by-tabar-port-baku,"9VG5+436, Bakı",Baku,baku,AZE,40.3752875,49.8576406,,,2,True,True,0.0,30,25-35,Power in a Pouch,,2026-02-10T20:19:23.171141
68b041b46ba014021866b2f2,Bahar Store Azadlıq,bahar-store-azadliq,9RVR+P3X Baku,Baku,baku,AZE,40.3943625,49.8402344,9.2,46,2,True,True,0.0,30,25-35,Gözəlliyinizi bizə etibar edin💄,hair products,2026-02-10T20:19:23.944534
64feb9b7918fb43fac3d7013,Diamond Dream Beauty,beauty-is-you,9RGR+HPG Baku,Baku,baku,AZE,40.3764375,49.8418281,8.4,57,2,True,True,0.0,30,25-35,🤍,"cosmetics,parfum,hair products",2026-02-10T20:19:24.697112
67092ce7a6c7ee3d7fb08053,Vape Plonq Icheri Sheher,plonq-vape,"39 Istiglaliyet Street, Sabail DistrictI",Baku,baku,AZE,40.36824655,49.83226897,9.4,57,2,True,True,0.0,35,30-40,.,,2026-02-10T20:19:25.464963
674eadc6928632fe4181fe27,Pharmastore 19 Aptek Qara Qarayev,pharmastore-gara-garayev-229,Qara Qarayev prospekti 229,Baku,baku,AZE,40.40654567,49.9461406,9.2,60,2,True,True,0.0,65,60-70,🏥Zeytun Pharmaceuticals💊,"pharmacy,Health,sağlam",2026-02-10T20:19:26.248567
66f28690c90ea00c816807cb,Aloe Aptek Yeni Günəşli,aloe-aptek-yeni-guneshli,Inqlab Ismayilov 5c,Baku,baku,AZE,40.38698718,49.97540729,8.6,80,2,True,True,0.0,65,60-70,Aloe Aptek,"pharmacy,cosmetics",2026-02-10T20:19:27.295413
65421b269edb4b71263a3c75,Zoo Market Lisa,zoo-market-lisa,"Sabunçu ray., Yavər Əliyev 2",Baku,baku,AZE,40.43720664,49.95922377,10.0,38,2,True,True,0.0,70,65-75,🐈‍⬛ 🐕,pet food,2026-02-10T20:19:28.342876
6985cecaabdd14883b031cb5,ZooSevimlilər Binəgədi,zoosevimliler-binagadi,"Bineqedi area, M.E.Resulzade area, Bineqedi road, entrance 266",Baku,baku,AZE,40.4318875,49.8427969,,,2,True,True,0.0,55,50-60,1999-cü ildən sevimlilərinizə sevgi ilə xidmətinizdəyik,"pet food,pet supply,it yeməyi",2026-02-10T20:19:29.071680
68e8b3e8242a54c30463e430,Rossmann Bakixanov 2,rossmann-bakixanov-2,CX88+47P Баку,Baku,baku,AZE,40.4153375,49.9657031,9.0,39,2,True,True,0.0,80,75-85,Sərfəli qiymətə Alman keyfiyyəti,,2026-02-10T20:19:29.757377
64a6cc58039a4240e54d603b,Buta Aptek - 8 Noyabr küç,buta-8-noyabr,8 noyabr prospekt,Baku,baku,AZE,40.37322089,49.92597875,9.6,31,2,True,True,0.0,60,55-65,Ürəkdən xidmət 💙,"pharmacy,Health,sağlam",2026-02-10T20:19:30.650448
62d73d648b10fe91ec20d972,Torte Jeyhun Hajibeyli,torte-jeyhun-hajibeyli,Jeyhun Hajibeyli 47A,Baku,baku,AZE,40.38911854,49.84643215,8.6,20,2,True,True,0.0,35,30-40,"TORTE - tortlar, desertlər, eklerlər, makaronlar hazırlanan şirniyyat evi!",şirniyyatlar,2026-02-10T20:19:31.557808
6373cde18d818d7fea7c815d,GEEK BAR VapeBox Elmler®️🔹✮,nasty-elmler,Zahid Khalilov h30a 568 street,Baku,baku,AZE,40.37817868,49.81164377,9.6,24,2,True,True,0.0,40,35-45,"Təkrar doldurulan və əvəzedici patronlarla uyğun gələn, yeni nəsil birdəfəlik istifadə olunan cihaz.",,2026-02-10T20:19:32.291145
63205a17dc4a114c2d13a087,AVIS Арtek Ahmadli,avis-ahmadli,"Khatai district, Muhammed Hadi street 41V",Baku,baku,AZE,40.38376863,49.95430826,9.4,206,0,True,True,0.0,70,65-75,,,2026-02-10T20:19:33.058518
656d968f0e242122b846ba52,ELFBAR 🔸 HQD 🔹 WAKA Azadliq ♦️,elfbar12,Suleyman Sani Akhundov 4,Baku,baku,AZE,40.4252041,49.84216352,9.0,83,3,True,True,0.0,55,50-60,"ELFBAR 40.000 Puffs - 34.90 AZN 😍 Azərbaycanda rəsmi distribyutor!🔥
ELFBAR zəngin dada və fərdi dizayna malik birdəfəlik buxarlandırıcıdır. ELFBAR İstifadəsi mümkün qədər sadə və yığcamdır.",,2026-02-10T20:19:33.819670
6589934db83bbe921ea658d1,TaBaR Vape & Tobacco Qaraçuxur,qelyan-evi-vape-store,"Karachukhur settlement, Madan str., house 4, apt. 1",Baku,baku,AZE,40.39259191,49.97639122,8.6,85,2,True,True,0.0,70,65-75,by Daily Dose🫶🏻,,2026-02-10T20:19:34.714613
63e248fffa44b5b4563daad2,Medical City Aptek Qış Parkı,medical-city-winter-park,Füzuli küçəsi 41A,Baku,baku,AZE,40.37726436,49.8375916,9.2,118,2,True,True,0.0,30,25-35,Güvənli dostunuz...,"pharmacy,Health,sağlam",2026-02-10T20:19:35.438373
627370c51dbb954370c9eb5b,Elixir Vape Əhmədli,elfbar03,"Sarayevo, 13B Dagistan Kucesi, Bakı",Baku,baku,AZE,40.38663959,49.96011045,8.0,24,1,True,True,0.0,65,60-70,"Azərbaycanda rəsmi distribyutor!
Geniş çeşidli dadlar olan birdəfəlik elektron cihazlar",Electronics,2026-02-10T20:19:36.414110
6889c373098024b979f4ae1e,Tamstore Neftçilər 2,tamstore-neftchiler-2,CW4W+FG9 Baku,Baku,baku,AZE,40.4061625,49.9463594,8.8,66,1,True,True,0.0,70,65-75,Tam istədiyiniz market!,"Supermarket,meyvə,tərəvəz",2026-02-10T20:19:37.121884
62062dbd5678104dfcb0701f,Pelmeni Əhmədli,pelmeni,"Xatai district, Qachaq Nabi street 50",Baku,baku,AZE,40.39020442,49.95784068,9.8,182,1,True,True,0.0,65,60-70,Yarımfabrikat mağazası,"azərbəycan,blinçik,gürcü",2026-02-10T20:19:37.861360
638df655327e77ca61540dd0,1BEER - Pivə Market Əhmədli,1beer-llk-piv-maazas-hmdli,Lutfi Zade 142 (Naples district),Baku,baku,AZE,40.38324058,49.96442659,8.8,169,2,True,True,0.0,60,55-65,Çəllək Pivə Mağazası,"pivə,qəlyanaltılar,toyuq",2026-02-10T20:19:38.871679
693ac072b919009a5a32326e,Zəfəran Nərgiz Klinik Aptek,zafaran-nargiz-clinic-aptek,Nərimanov ray. Sabit Rəhman 82D (Nərgiz klinikasının yanı),Baku,baku,AZE,40.3997625,49.8336406,8.6,18,2,True,True,0.0,50,45-55,🩹 🩺 💊 💉🩸,"pharmacy,Health,sağlam",2026-02-10T20:19:39.747313
675b277ac394e0c8838e7c93,Nush Q.Qarayev,nush-ggarayev,Azər Manafov 16,Baku,baku,AZE,40.41859704,49.93186414,8.8,90,2,True,True,0.0,75,70-80,Nush Cake House - Anları qeyd edin...,"pankeyk,şirniyyatlar,un məmulatları",2026-02-10T20:19:40.715944
67d2abbc1c92b076d0a57ec2,Zafaran 8 mkr.,zafaran-8-mkr,H.Huseynov str. 8th MCR,Baku,baku,AZE,40.41751619,49.83864808,9.4,86,2,True,True,0.0,50,45-55,🩹 🩺 💊 💉🩸,"sağlam,pharmacy",2026-02-10T20:19:41.603105
6582fa9930a86e3f939efbac,Gül Deposu Qara Qarayev,gl-deposu-qara-qarayev," Qara Qarayev avenue,  34S, apartment 0",Baku,baku,AZE,40.41713126,49.93577254,9.0,45,2,True,True,0.0,70,65-75,Azərbaycanda 1 nömrəli gül salonu 💐,"çiçəklər,gifts",2026-02-10T20:19:42.501186
6699228d6ab9ca999bb2d1df,Pharmastore Təbriz Pr. 140,pharmastore-tabriz-pr,"Narimanov district, Tabriz Ave, 87",Baku,baku,AZE,40.40128212,49.86810043,9.8,39,2,True,True,0.0,50,45-55,🏥Zeytun Pharmaceuticals💊,"Health,sağlam,pharmacy",2026-02-10T20:19:43.581034
66223dace12c386f18c7ef69,Zafaran Aptek Yeni Yasamal,zafaran-aptek-yeni-yasamal,"Yeni Yasamal, Asad Ahmadov 27B",Baku,baku,AZE,40.39192785,49.79051771,9.4,22,2,True,True,0.0,50,45-55,🩹 🩺 💊 💉🩸,"pharmacy,Health,sağlam",2026-02-10T20:19:44.419579
687f82befc97e41654cbe61b,TaBaR Vape & Tobacco Mehdiabad,tabar-mehdiabad,"Absheron region, MEHDIABAD TOWNSHIP J. JABBARLI house.0 apt.0",Baku,baku,AZE,40.48553468,49.8550307,9.2,42,2,True,True,0.0,60,55-65,by Daily Dose🫶🏻,"alcohol,Electronics",2026-02-10T20:19:45.245234
675b25e955e08f6130c592fd,Nush H. Aslanov,nush-h-aslanov,M.Hadi küç. 68 ,Baku,baku,AZE,40.37418333,49.95298153,8.6,124,2,True,True,0.0,60,55-65,Nush Cake House - Anları qeyd edin...,"şirniyyatlar,un məmulatları,soft drinks",2026-02-10T20:19:45.970317
63850178aa9af496f76369ca,Kanon Rasulzade Aptek,kanon-rasulzade-aptek,"Baku city, Binagadi district, Mammad Amin Rasulzade, Azadlig Avenue",Baku,baku,AZE,40.43605387,49.84412321,9.0,67,2,True,True,0.0,70,65-75,🩹 🩺 💊 💉🩸,"sağlam,pharmacy",2026-02-10T20:19:46.715493
63845f99fb2f04b195fdcf72,Aloe Aptek Bakixanov,aloe-binaqadi,Bravo Hypermarket Ramiz Gambarov str. District 2566_7316,Baku,baku,AZE,40.4124002,49.95452721,9.0,121,2,True,True,0.0,60,55-65,Aloe Aptek,"pharmacy,cosmetics",2026-02-10T20:19:47.564821
679775d65a902b8b3597ae8c,Vape PLONQ Hazi Aslanov,plong-vape-ajami,9X56+9G3 Baku,Baku,baku,AZE,40.3583875,49.9612969,9.2,51,2,True,True,0.0,60,55-65,PLONQ ilə fərqlən,,2026-02-10T20:19:48.557360
61e93feb4469e70dacf47eca,TaBaR Vape & Tobacco Əhmədli,elfbar-romio-store-ahmedli,"Khatai district, Ahmedli Sarayevo ev.20",Baku,baku,AZE,40.38635722,49.95980163,8.8,20,2,True,True,0.0,55,50-60,by Daily Dose🫶🏻,,2026-02-10T20:19:49.351371
66470dba10a7690d4afbd1ef,Zoo Home,zoo-maaza,"Xətai rayonu, Məzahir Rüstəmov ev 21",Baku,baku,AZE,40.38733782,49.96194715,9.0,72,2,True,True,0.0,60,55-65,Zoo Home - bir toxunuş qədər yaxın🦊🐾,"pet food,pet supply,it yeməyi",2026-02-10T20:19:50.100939
670d205b6d5db13320153fbd,ALCOPOINT PRAGA,alcopoint-praga,Qara Qarayev avenue 39A,Baku,baku,AZE,40.41589684,49.93931211,9.4,85,2,True,True,0.0,80,75-85,Keyfiyyət və təhlükəsizlik zəmanəti! 🍷🥂🥃,"alcohol,içkilər,soft drinks",2026-02-10T20:19:50.944703
64c8daa1532fd318d39da603,Kanon Suraxanı Aptek,kanon-aptek-surakhani,"Surakhani, AB Yashayish Sahesi, b.50",Baku,baku,AZE,40.37749899,49.97805521,9.2,14,2,True,True,0.0,55,50-60,🩹 🩺 💊 💉🩸,"pharmacy,Health",2026-02-10T20:19:51.792246
694d34498f842176764472ee,Entertainer Crescent Mall,the-entertainer-crescent-mall,"Sebail area, Neftchiler avenue 117",Baku,baku,AZE,40.3740625,49.8603125,9.8,25,2,True,True,0.0,40,35-45,🕹🪀🏰,"games,boardgames ,uşaqlar",2026-02-10T20:19:53.029106
67d7d63251f44d74fff45ce1,Rəmzioğlu Paxlava Elmlər,rmziolu-elmlr,Kazim Kazimzade 153 street,Baku,baku,AZE,40.37781746,49.81845585,9.4,227,1,True,True,0.0,45,40-50,Dad Təsəvvürünü Yenilə! 🔸Milli / Türk paxlavalarının istehsalı,"şirniyyatlar,türk",2026-02-10T20:19:53.774240
67d42656b3e303750e91051a,Zafaran Bakixanov 2,zafaran-bakixanov-2,Gencler street. Bakixanov qes.,Baku,baku,AZE,40.4106042,49.96894704,9.4,99,2,True,True,0.0,70,65-75,🩹 🩺 💊 💉🩸,"Health,pharmacy",2026-02-10T20:19:54.554221
6575fbdce45ad3078ae89d4f,EFERE Boutique,efere-by-vusala,Bu virtual məkandır ,Baku,baku,AZE,40.42610439,49.84720577,9.4,30,2,True,True,0.0,55,50-60,Dadlı və təmiz ev yeməkləri!,"tort,toyuq",2026-02-10T20:19:55.426133
66265e900187920c22a31687,TaBaR Vape & Tobacco Elmlər,daily-dose-elmler,"Yasamal district, Zahid Khalilov street, 31",Baku,baku,AZE,40.37668371,49.81177311,9.4,92,2,True,True,0.0,45,40-50,by Daily Dose🫶🏻,"alcohol,Electronics",2026-02-10T20:19:56.140142
64edec86910ef7b099d7c8e0,Zəfəran Aptek Həzi Aslanov,zafaran-aptek-hazi-aslanov,"Khatai district, Nasreddin Tusi street. 27",Baku,baku,AZE,40.36706365,49.96209826,9.6,41,2,True,True,0.0,65,60-70,🩹 🩺 💊 💉🩸,"pharmacy,Health",2026-02-10T20:19:56.877313
64de1ff8e5a913d6907916a1,Buta Aptek - Lokbatan,buta-lokbatan-368,"Garadagh district, Lokbatan settlement, Trade row",Baku,baku,AZE,40.32472611,49.7410981,9.8,32,2,True,True,0.0,75,70-80,Ürəkdən xidmət 💙,pharmacy,2026-02-10T20:19:57.703039
67b2ee3dcaabb07320d2bc2b,Neptun Supermarket Xırdalan,neptun-supermarket-khirdalan,"Narıncı Market Xırdalan, Səttar Bəhlulzadə küç.",Baku,baku,AZE,40.45964974,49.71981398,8.8,127,1,True,True,0.0,75,70-80,Supermarket,"Supermarket,canned food,toyuq",2026-02-10T20:19:58.570428
61829e333576cb0bc4b5e54d,Sirr Cake House Heydər Əliyev,sirr-cake-house-heydar-aliyev,Heydar Aliyev Avenue 68,Baku,baku,AZE,40.39879417,49.87565886,8.8,118,2,True,True,0.0,45,40-50,Bu bir sirdir,"pankeyk,tort,kapkeyk",2026-02-10T20:19:59.530696
620955fe1b7989f5b1ad7c58,CHICCO Gənclik Mall,chicco-ganjlik-mall,"Ganjlik Mall, F. H. Khoyski 14, 3rd floor",Baku,baku,AZE,40.39996742,49.85282379,9.6,96,2,True,True,0.0,65,60-70,Chicco - Körpənin olduğu hər yerdə,"baby,baby clothes,uşaqlar",2026-02-10T20:20:00.229752
